Created_at,Year,Month,Text,latitude,longitude
2020-01-20 17:42:31+00:00,2020,January,Theres some guy on the train dancing and he smells so bad. I wanna fight him.,40.788882,-73.950947
2020-01-21 13:38:33+00:00,2020,January,On the back of the [bus number] bus about to randomly yell BACK DOOR like a real NY bus rider and just scare shit out of everyone of these new Brooklyn hippies!,40.655126,-73.939485
2020-01-21 20:02:03+00:00,2020,January,"@[agency name] coach # [bus number] the driver left a person in a wheelchair who was confused, shouting at the person, and is now justifying his actions to the passengers on board (something about how he would have had to pull the bus forward to deploy the ramp and maybe the guy was drunk)",47.614704,-122.30834
2020-01-21 22:34:08+00:00,2020,January,"@[agency name] please fix the escalator or put a sign up that it is broken, it has a HUGE 2 step gap and VERY dangerous as 5 people almost fell through the gap at [station name]!! It legal should not have access for ANY passengers at all ",42.3113985,-71.088478
2020-01-23 15:05:21+00:00,2020,January,I am on a full ass bus and the girl in front of me put her bag on the handicap seat next to her...like really?!?!,41.833768,-87.671851
2020-01-23 22:09:07+00:00,2020,January,Hey @[agency name] one of your stooge red jackets at [location name] just told a customer who had no money on her [transit fare card] to following me through the gates.. What kind of Mickey Mouse Shit is that? Guess your out of town riders dont have to pay their fares. your station ambassators USELESS,42.3113985,-71.088478
2020-01-23 22:41:11+00:00,2020,January,@[agency name] What in the Fuckery is going on with the [route name]? I dont think having over 100 people in one car is appropriate nor safe. Elderly people and children should not be fighting over seats,40.004886,-75.138524
2020-01-24 15:10:57+00:00,2020,January,Racist white man drinking Natty Ice on the [train name] train at 10am talking about his tours in the Middle East. Hate to see it.,42.3113985,-71.088478
2020-01-27 03:10:07+00:00,2020,January,You know what happens when you push the stop requested button 25 miles away from the bus first stop? You bathe the front rows of passengers (i.e. me) with an annoying red light for 25 miles.,40.5387545,-74.394613
2020-01-27 08:18:17+00:00,2020,January,one of the train cars smelled like ass so i went to a different train car and it smells like weed,34.0207635,-118.28762
2020-01-27 14:05:08+00:00,2020,January,"To those saying that @[agency name] is cramped, dirty and unsafe I submit to you this westbound rush hour [bus number] bus",41.833768,-87.671851
2020-01-27 23:58:05+00:00,2020,January,Someone on the bus smells like shit and it appears that I seem to be the only one here who has spray and scented hand sanitizer and everyones staring at me like if they want me to offer but yall hoes on yall own,34.0207635,-118.28762
2020-01-28 14:37:46+00:00,2020,January,the way this bus driver was whipping around every corner this morning just made me mad lol,42.0851,-87.831082
2020-01-28 14:53:49+00:00,2020,January,"@[agency name, bus name, location name] Bus Drivers do not follow the schedule. Especially at [street name]! Please investigate!!",36.2328744,-115.27093
2020-01-28 23:50:08+00:00,2020,January,HEY I AM CURRENTLY STARING AT VOMIT ON A @[agency name] TRAIN HOW IS YOUR DAY,41.833768,-87.671851
2020-01-29 06:30:39+00:00,2020,January,Shout out to the creepy old guy hitting on me on the train today and making my ride very uncomfortable,37.450014,-122.20632
2020-01-29 14:25:49+00:00,2020,January,"Lmao train conductor really tryin to scare people outta the train that if they dont have a ticket, he gon fine them 3k...",34.0207635,-118.28762
2020-01-29 15:38:07+00:00,2020,January,"I'm late for this training, which means imma miss breakfast. 
 
 I hate the [agency name]. With everything in me.",41.833768,-87.671851
2020-01-29 17:43:20+00:00,2020,January,"I hate [agency name] detour. I have been waiting for the bus for about 10 mins and I kept checking the [mobile transit app]. Without any warning, the bus changed the route and I missed it and Im late. I hate it",37.838577,-122.29603
2020-01-30 18:40:23+00:00,2020,January,"Im a real, full grown adult. And I ACT like one! guy on the train yelling at no oneeveryone",41.833768,-87.671851
2020-01-30 19:24:11+00:00,2020,January,Taking the bus make you late everyday niggas take they sweet ass time,40.8559865,-73.866384
2020-01-30 21:20:04+00:00,2020,January,"Buzz feed or some shit: ""Portland is sooo rude""
 Literally everyone getting off the bus to the bus driver: Thank you!",45.5364205,-122.60733
2020-01-31 03:13:03+00:00,2020,January,"During evening rush hour on the crowded @[agency station] at [station name] in DTLA, a woman directly next to me was assaulted by a man who immediately fled the station. She was knocked to the ground and taken away in an ambulance. It looked to be 100 random.",34.0207635,-118.28762
2020-01-31 03:13:03+00:00,2020,January,"I'm on the last @[agency name] #rapid of the night with about 15 other riders. I am the only woman. 
 
 ""I wanna walk through the park in the dark
 Women are scared that men will kill them
 I hold my keys
 Between my fingers"" @[username]",32.8715127,-117.18473
2020-02-03 16:52:23+00:00,2020,February,"Yall get on public transportation and tell ALL yall triflin' ass business. Hella loud, too.",37.792078,-122.20974
2020-02-03 21:15:06+00:00,2020,February,@[agency name] whats with a train pulling up to a dual line stop with no announcements and it only says Metro in the boards? we know you hate your riders but could you make it a little less obvious?,34.0207635,-118.28762
2020-02-04 03:27:19+00:00,2020,February,"@[agency name] @[username]
 The automated reminder is broken on my bus, so our driver is shouting out the upcoming stops, and all of that stops related transfer points, completely from memory. Give this man a raise!! ",37.7598095,-122.44614
2020-02-04 15:29:44+00:00,2020,February,RIP to the folks who gotta stand while the bus drivers be whippin tf outta these buses have my ass falling all over ppl and shit #southernnotstate,32.4404765,-81.770566
2020-02-04 23:30:08+00:00,2020,February,To the woman in a fur coat and reeked of the Macys cosmetic department was it really necessary to push past me getting onto the [bus name] when the platform was not crowded?,42.3113985,-71.088478
2020-02-04 23:30:08+00:00,2020,February,So I tell him Ill just get off at the next stop that somebody boards. He is suspicious and then tells me that if I get off at journal square youre gonna have problems. Like wtf this bus driver trying to fight me for wanting to get off?,40.717857,-74.067513
2020-02-05 20:27:59+00:00,2020,February,This bus driver has her windows open. I think Ill fight her,30.584103,-96.328912
2020-02-06 05:42:17+00:00,2020,February,@[agenyc name] I was at the bus stop... saw the bus and was standing up yet they went straight passed me to the next block and was right behind it waving my arms yelling hey!... And light goes green it speeds away....If the driver were paying attention he would have seen me,41.833768,-87.671851
2020-02-06 13:55:58+00:00,2020,February,"If you get on the train in the morning with music blasting off your shitty tracphone, we ALL hate you",38.928253,-77.034799
2020-02-07 14:19:57+00:00,2020,February,A homeless man got very aggressive with me on the subway. The rain really makes everyone cranky,40.788882,-73.950947
2020-02-08 00:18:16+00:00,2020,February,This lady yelled at another lady on the bus and said bitch if u dont want to be on a crowded bus get off and take a Uber. And if u cant afford it u better pop that coochie when I say I died,40.8559865,-73.866384
2020-02-08 04:34:23+00:00,2020,February,Almost fought a crazy homeless. Ladies on the train rn TGIF,34.0207635,-118.28762
2020-02-08 05:06:31+00:00,2020,February,"Dear @[agency name]: Its been an uncommonly depressing, cold, gray, virusfilled week, with people feeling sick, lonely, hopeless, angry, terrified about the future. When you fuck us at 11:30 pm on a Friday by making the A go local, YOU BECOME PART OF THE PROBLEM",40.788882,-73.950947
2020-02-08 14:59:37+00:00,2020,February,"Good morning to everyone except the homeless man who yelled in my face and spit on me on the train this morning :,)",40.788882,-73.950947
2020-02-08 16:49:00+00:00,2020,February,This lady's luggage flew to the other side of the bus when the bus driver stepped on the breaks. It was a funny moment that I couldn't laugh much because someone got hurt lol,40.788882,-73.950947
2020-02-08 19:36:49+00:00,2020,February,This is why we need more Cops on the Subway @[username]. Crazy guy threatening people stinking up the car while blocking the door with all of his belongings. Bet this won't fit your narrative though. @[agency name],40.709626,-73.824007
2020-02-08 20:45:19+00:00,2020,February,@[agency name] why are your drivers SO rude? you make it difficult to take public transportation. [bus number] dont think the driver likes his job too much. he is very upset and yelling at customers. really dont like WPB at all!,26.7219355,-80.100052
2020-02-08 20:48:31+00:00,2020,February,I forgot how fucking loud Americans are. Taking the train here in LA vs in China... everyone here SPEAKS AT A YELLING VOLUME.,34.0944285,-117.96891
2020-02-09 21:12:28+00:00,2020,February,"Old dude on the [bus number] talking loudly to younger people trying to hide in their phones and hoodies. So far he's touched on
 
  A Chinese restaurant in Millbrae
  A train trip he took to Montreal (""You ever been to Montreal?!""), concluding with, projecting for the whole bus to hear:",37.7598095,-122.44614
2020-02-10 00:37:47+00:00,2020,February,I can feel u staring at sir on this bus and i am uncomfortable now thank you,40.709626,-73.824007
2020-02-10 13:24:51+00:00,2020,February,"I love public transportation, but not when its hella late and I had to get off and take a Lyft halfway through my trip to Midway. Lol, I might kiss my flight now.",41.833768,-87.671851
2020-02-10 22:22:42+00:00,2020,February,@[agency name] you have an EDP on [street name] bound 2 train car [train number] just threatened another passenger when they get off the train she'll follow her. At borough hall now.,40.655126,-73.939485
2020-02-11 06:43:38+00:00,2020,February,"To the gentleman sitting behind me on the bus who is speaking loudly on the phone. 
  
 I hate you",45.5364205,-122.60733
2020-02-11 16:22:41+00:00,2020,February,"the sheer brazenness of teenagers openly vaping on the subway 
 
 (yes, I have turned into old man yelling at vapecloud)",40.788882,-73.950947
2020-02-11 21:39:23+00:00,2020,February,@[agency name] i really fucking hate yall always making me late for work!,40.004886,-75.138524
2020-02-11 22:44:00+00:00,2020,February,Hey @[agency name] I want to thank your rail driver for leaving the [station name] one minute early for the [train number] stop. While watching me and my 4 year old run and push the green button. But at least your [train number] was out of Service. Thanks.,39.5366665,-104.89499
2020-02-11 23:29:57+00:00,2020,February,"[bus number]. There were two fights; the first between two women that got deescalated, and then drunken homie decided to try and take somebodys bag. Eventually, the driver took the bus out of servicewhy? No fucking ",40.8559865,-73.866384
2020-02-13 23:03:50+00:00,2020,February,If this @[agency name] [route name] driver doesnt get us all killed... damn.,42.3113985,-71.088478
2020-02-14 05:08:54+00:00,2020,February,"Just to recap my day: witnessed someone masturbating on a public bus, talked about it to several cops for HOURS, finally got home, and then I GOT CALLED A CREEP on twitter. Ironic.",47.9599015,-122.21844
2020-02-14 13:57:06+00:00,2020,February,"Man on metro: staring at me with mouth fully agape for 10 mins
 Me: so do you have a valentine or...",38.928253,-77.034799
2020-02-14 14:03:02+00:00,2020,February,Busted ass bus driver already starting shit. Ughhhh. @[agency name] get ya people.,39.292525,-76.620475
2020-02-14 17:04:30+00:00,2020,February,Much more sympathetic to breakdowns on the @[agency name] but have little tolerance for the conductor that goes through a stop without stopping despite the arrival and boarding sign indicating a valid stop. Riders will be empathetic to challenges but will hate an org perceived as careless.,42.3254095,-71.207406
2020-02-14 22:25:09+00:00,2020,February,"Even this piece of shit bus running 2 hours late cant bring me down, cant kill me, Im getting my foot in the door and from there the rest is history. LFG",40.8559865,-73.866384
2020-02-15 18:09:01+00:00,2020,February,I fucking hate the public transportation system in tacoma bitch if i have to call a lyft to work one more goddamn time because my bus is 10 minutes late imma flip my shit,47.242945,-122.49599
2020-02-15 18:46:26+00:00,2020,February,I keep accidentally staring at this lady on the train and it is so awkward,44.970637,-93.284059
2020-02-15 22:29:34+00:00,2020,February,"@[agency name] OL shuttle bus driver on [bus number] right now just closed the rear door as I was stepping on, hitting me smack in the middle of the chest. Fucking unreal. If this driver hates his job so much fire him. Fucking rude.",42.3113985,-71.088478
2020-02-16 12:01:53+00:00,2020,February,@[username] Deblasio worst mayor! Bloomberg best! All deblasio had to do was follow the blueprint! As I sit here on the subway with three homeless guys fearing for my life!,40.788882,-73.950947
2020-02-16 13:38:13+00:00,2020,February,I got to push the emergency stop button on the [train name] today due to an aggressive passenger kicking another passenger.,41.833768,-87.671851
2020-02-16 19:36:41+00:00,2020,February,@[agency name] I am currently on the [route number] heading to the udistrict. [bus number]. The driver is constantly talking down to the passengers on her pa system. She has signs in her bus saying follow your hear but take your brain with you I think its kinda rude.,47.614704,-122.30834
2020-02-17 15:44:57+00:00,2020,February,"Homeless man yelling at my [agency name] stop: San Francisco is an asylum for the insane
 Me: Truth, homeless man, truth!
 #sanfrancisco #wereallalittleinsane",37.7598095,-122.44614
2020-02-18 02:36:38+00:00,2020,February,I think a homeless man was yelling at me on the subway but Im not sure thanks to my @Apple AirPods Pro!,40.788882,-73.950947
2020-02-18 13:43:30+00:00,2020,February,"@[agency name] 2 ...on the train just because the conductor will not allow sufficient time for everyone to board after we have waited patiently for others to disembark. DM with my contact info to follow as requested, @[agency name].",40.788882,-73.950947
2020-02-19 00:33:24+00:00,2020,February,gotta love getting home 30 min late cuz the @[agency name] is ass.,41.833768,-87.671851
2020-02-19 21:52:26+00:00,2020,February,"people are so angry, this lady barely touch this woman on the bus now theyre both going off , not even necessary",40.8559865,-73.866384
2020-02-20 15:03:47+00:00,2020,February,"I understand it's rude for me to rest my knees into the back of the empty seat in front of me, on an empty bus
 
  BUT you're definitely the peice of shit for sitting near anyone on an empty bus.",39.1374327,-84.513557
2020-02-20 16:24:38+00:00,2020,February,@[username] everyday the same pieces of shit are selling drugs at the north end of the [station name] and harassing people to use their metro cards...ENOUGH!!!!!!!,40.788882,-73.950947
2020-02-21 02:23:06+00:00,2020,February,"A man on the train walked by me fully licking his lips while staring at my legs and Im so pissed I cant literally curse someone with my eyes. Ive been angry, sad and disgusted about it all day.",40.788882,-73.950947
2020-02-21 20:35:32+00:00,2020,February,"I said it nice lemme take the bus...Sun is shining my makeup is looking like BUTTER the bus approaches , I get on and the driver gets a good look at this beaut and puts his hand over the metro slot...
 
 #QueenStat",40.709626,-73.824007
2020-02-22 15:42:03+00:00,2020,February,Im up to the point where I would do the 7 years for assaulting an [agency name] bus driver....The disrespect from these niggas,40.788882,-73.950947
2020-02-23 02:16:58+00:00,2020,February,This old lady on the train pulled a little bottle of vodka from her purse and I had to move to another seat I hate seeing alcohol everywhere I go,40.788882,-73.950947
2020-02-24 14:01:01+00:00,2020,February,When a weird creepy dude stares at me on the train I kinda just do this stare right back O_O in which he feels uncomfortable right back.,40.788882,-73.950947
2020-02-26 15:38:30+00:00,2020,February,@[agency name] BIG SHOUT OUT to the operator of [bus number] who went out of his way to pick me and my wheelchair up today [driver number] was exceptional! THANK YOU,40.655126,-73.939485
2020-02-26 17:43:52+00:00,2020,February,@[agency name] angry cursing guy tall gray hoodie headphone talking to himself white sneakers mid 20s maybe [route name and number] approaching Back Bay,42.3113985,-71.088478
2020-02-26 17:46:37+00:00,2020,February,"@[agency name] Please send transit police to pull him off this [route name, train number]. He is disturbing passengers, harassing passenger. Says he is fully loadedSeated middle of car. Now approaching [street name] en route to [street name].",42.3113985,-71.088478
2020-02-26 23:21:31+00:00,2020,February,i dont mind people eating weird shit on the subway the real scourge are people who eat something that smells delicious,40.655126,-73.939485
2020-02-26 23:58:15+00:00,2020,February,So I was followed on the train by a drunk guy. I fucking hate this SHIT.,40.788882,-73.950947
2020-02-27 02:38:49+00:00,2020,February,FUCK TRANSIT POLICE FUCK ALL COPS SOMEONE OVERDOSED ON THE TRAIN AND THEY WOULDNT LET HER FRIEND ADMINISTER NARCAN AND WOULDNT GIVE HER CPR THEY JUST SAT THERE YELLING AT THE PEOPLE TRYING TO HELP SHE COULD HAVE DIED,45.5364205,-122.60733
2020-02-27 03:06:40+00:00,2020,February,You know LA is a wild place to be when you see a Bus Driver stop his bus to kick someones ass on the curb,34.0207635,-118.28762
2020-02-28 01:10:12+00:00,2020,February,I love watching the smiles of the other @[agency name] riders when the operator of the [bus name and number] starts talking to us #thebest,41.833768,-87.671851
2020-02-28 17:39:20+00:00,2020,February,"@[agency name] Operator on [bus name and number] skipped stop despite my clearly standing in plain view, probably because there was a bus immediately behind, but that was an [bus name], with the next following [bus name] several minutes away. Ops should know these two routes are not interchangeable!",37.7598095,-122.44614
2020-02-29 01:25:22+00:00,2020,February,Annoying people on the subway annoy me. Why shove into a seat when youre getting off at the next stop? #thoughts #subwayetiquette,40.655126,-73.939485
2020-02-29 16:55:36+00:00,2020,February,"Just saw a homeless man spit on the train floor and I 
 I 
 I was just telling Zen how people be letting their children crawl on the train floor.",40.709626,-73.824007
2020-03-01 00:29:22+00:00,2020,March,"This homeless man on the train started yelling homosexual and fagot at me on the train.
 
 I yelled out true and water is wet. 
 
 He got quiet. 
 
 Kind sir, please tell me with something that isnt obvious.",40.788882,-73.950947
2020-03-01 22:35:14+00:00,2020,March,@[agency name] Im at [street name] and that must be the bus I saw leaving as I approached from across the street at 5:20. I should be able to grab a coffee for the wait in the cold without turning my wait into a 23 hour ordeal. Why are your drivers driver leaving 3040 minutes early?,40.788882,-73.950947
2020-03-02 12:35:06+00:00,2020,March,[agency name] is really ass... people are so rude and smell,42.3113985,-71.088478
2020-03-02 22:53:32+00:00,2020,March,"In related news, the driver on @[agency name] [route number] [bus number] is an absolute ray of sunshine. He has enthusiastically greeted every new rider, thanked and wished well each departure, and is presently whistling a tune.",43.056693,-87.944536
2020-03-03 14:24:42+00:00,2020,March,Bus driver rooting this Fuck like he whipping a Lamborghini,33.767296,-84.41733
2020-03-03 17:17:43+00:00,2020,March,"I hate when the bus drivers just sit at a stop, like i dont got class in 15 mins.",39.6790159,-75.758602
2020-03-03 19:10:59+00:00,2020,March,i smell like cigs cuz a townie decided the bus stop shelter was a good place to smoke??? i was gonna say something but she looked like she definitely could beat my ass so i didnt,39.3203543,-82.102963
2020-03-04 01:31:04+00:00,2020,March,On this dirty ass train that [agency name] claim that they cleaned really good,40.8559865,-73.866384
2020-03-04 11:46:24+00:00,2020,March,"The @[agency name] finds new ways to be annoying every day; today was randomly deciding to punch monthly tickets. Like, why?
 @[agency name]",40.8559865,-73.866384
2020-03-04 16:59:38+00:00,2020,March,"Back in the city wearing a mask and waiting for A train at JFK. A woman shouted without looking at me, This woman is going to infect us everyone on the train? ",40.655126,-73.939485
2020-03-04 19:43:11+00:00,2020,March,"Because some asshole kept holding the subway doors open, the train operator keeps playing the auto message about the dangers of blocking doors. Not passive aggressive at all",40.788882,-73.950947
2020-03-04 23:36:03+00:00,2020,March,Update : train is late again later trains are being announced i hate nj transit so much fuck all of you,40.788882,-73.950947
2020-03-05 00:07:05+00:00,2020,March,someone tell me why the bus driver is threatening to call the police for curse words,30.3234054,-97.716312
2020-03-05 10:07:52+00:00,2020,March,"normally id be concerned about making this train reek of bud, but luckily there is a man here who smells so fucking bad i dont have to worry about that! it is now 507 AM. i am still on the train. kill me.",40.6573195,-73.673238
2020-03-05 11:09:31+00:00,2020,March,How Fucking horny do u gotta be to watch porn out loud in the morning on the train,33.767296,-84.41733
2020-03-05 13:00:33+00:00,2020,March,"Today on the train, Some lady fully whipped out a can of Lysol started spraying and everyone clapped. I hate it here.",40.655126,-73.939485
2020-03-05 22:41:06+00:00,2020,March,"Today I got cornered by a homeless guy near the bus station who wouldnt stop touching me. He took my hat, put his hands in my hair, on my legs, and up and down my side before grabbing my ass as I tried to get away. This was in plain daylight and nobody even saw him",43.696174,-70.292421
2020-03-05 22:57:21+00:00,2020,March,@[agency name] Im on [route number] right now. [bus number]. Shout out to this bus driver. Most Positive and compassionate driver Ive ever had. Ridden with him a few times. Youre lucky to have such an amazing employee.,41.833768,-87.671851
2020-03-06 03:35:04+00:00,2020,March,"I get when people say Philly is dirty. I do. And it pisses me off. As the train doors opened, I witnessed someone on the train spit INTO the car. They could have spat on the platform, which is still gross, but to freely spit wherever the hell you want is peak disgusting. SMDH.",40.004886,-75.138524
2020-03-06 04:12:53+00:00,2020,March,Station closed for a year [train number] and we have to wait 45 mins to an hour for a [bus number] no Shuttle in sight. Working class being overlooked and very unsafe. What are our communit leader doing?,40.788882,-73.950947
2020-03-06 14:50:51+00:00,2020,March,[city name] is really full of weirdos. This man is bending down trying to stretch his knees on the train. Keeps failing and touching the ground and then touching his face after,40.709626,-73.824007
2020-03-06 19:19:06+00:00,2020,March,this lady was taking care of two white kids on the train and the boy said its a filthy world full of immigrants and she was like omg shut up im too pretty to fight someone right now,40.655126,-73.939485
2020-03-07 01:17:31+00:00,2020,March,"@[agency name] This driver of your [bus number] in [location name] jaywalked in front of my car, acted belligerently and kicked my car door and spit on my car. He should absolutely be disciplined. He was very provoking! #firethisasshole",37.792078,-122.20974
2020-03-07 01:26:43+00:00,2020,March,The train smells like ass,34.0207635,-118.28762
2020-03-07 23:56:21+00:00,2020,March,Shout out to the @[agency name] at [station name]. Wiping all poles and disinfecting!,41.833768,-87.671851
2020-03-08 02:55:48+00:00,2020,March,"As I was walking away from taking the local bus for the first time, the bus driver yelled out to me from outside and was like Wtf you were only getting off here?? Next time just hop on, Ill give you free rides. No need for you to pay and not even going over a mile ty kind sir",34.1685605,-111.66847
2020-03-08 13:45:50+00:00,2020,March,"To the Bus Driver that seen me hauling ass for this bus early this morning and stopped for me 
",40.9151345,-74.168391
2020-03-09 17:27:27+00:00,2020,March,"@[agency name] The driver knew what was happening, as the incident unfolded. The guy was kicked off the bus, but not before he threatened to hit the woman. That bus should be cleaned ASAP.",40.788882,-73.950947
2020-03-10 14:23:20+00:00,2020,March,"@[agency name] Homeless man on the subway today, coughing without covering and spitting all over next to passengers. You can sanitize all you want but one person like this ruins it all for all of us..",40.685832,-73.867659
2020-03-13 10:43:45+00:00,2020,March,This is the first time I've taken a 530am [route name] that didnt look and smell like a gas station bathroom had sex with a dumpster fire. Now can we clean all the trains like this year round?,41.833768,-87.671851
2020-03-13 17:27:10+00:00,2020,March,This morning on the [route name] Train a totally crazed homeless man harassed riders and we all had to flee the car. @[mayor name] and @[governor name] dont care (they dont use mass transit) and have left @[agency name] powerless. I encounter something EVERY day. Reporting it is fruitless.,40.788882,-73.950947
2020-03-16 00:04:28+00:00,2020,March,@[agency name] harassing rider on train again. [route number],37.7598095,-122.44614
2020-03-16 14:38:50+00:00,2020,March,@[agency name] Please have stationontrain announcements about this! Not all riders follow you on Twitter. So far no announcements on my Baby Bullet train that it won't be running tomorrow.,37.4266445,-122.12483
2020-03-16 21:29:33+00:00,2020,March,Update: 6 more people got on the train. One person is coughing. This feels very unsafe.,41.833768,-87.671851
